"","X2","X13","X36","X74","X98","X99","X108","X123","X125","X141","X146","X180","X191","X195","X256","X282","X323","X341","X390","X396","X456","X469","X497","X498","X503","X510","X519","X527","X561","X563","X575","X603","X628","X633","X668","X672","X688","X790","X837","X874","X892","X913","X944","X948","X981","X990","X994","X1005","X1033","X1061","X1071","X1083","X1119","X1123","X1147","X1156","X1185","X1191","X1198","X1217","X1221","X1223","X1256","X1258","X1270","X1282","X1291","X1298","X1309","X1352","X1423","X1476","X1492","X1572","X1578","X1581","X1584","X1621","X1623","X1646","X1658","X1665","X1677","X1680","X1682","X1744","X1791","X1812","X1819","X1825","X1831","X1854","X1882","X1892","X1952","X1955","X1970","X1987","X1999","X2039"
"CEP78",-1.2039413,-0.8610573,-1.6970485,-0.6908644,-3.7796361,-1.3260071,1.9510055,-2.6541739,-3.438146,0.15160061,-0.97655785,-2.4009907,-3.7973013,-2.4441788,0.960876,-0.19345087,-2.2566698,-0.5129083,-1.4007384,-0.6198467,-1.4287428,-1.8143297,-3.3825169,-1.1660236,-3.0077307,-0.8823003,-1.1502517,-0.44938865,-3.5930698,-3.727628,-1.1835183,-4.4024606,-0.64063555,-3.9317396,-1.1009194,-0.33402178,-1.7450126,-1.1937687,-1.6406746,-1.2513542,-2.5698307,-4.944261,-3.756072,-1.1898223,-2.021896,-2.0936532,-0.08891388,-1.8844614,-1.8775495,-1.6990821,-3.2736206,-3.180934,-1.1004752,-3.0194416,-0.6848548,-2.651903,-2.1330233,0.5729712,1.2330669,-2.4866517,-2.4243147,-5.962611,-0.60327005,-1.5369492,-3.4663432,-1.1459899,-2.7594676,-0.5643208,-1.4968702,-3.454033,-1.522881,-0.74027604,-2.3912055,-2.1346262,-2.8508265,-1.5730476,-1.4503388,-1.1245589,-4.146649,-1.0846969,-2.226529,-1.7597132,-0.97256523,-4.981358,-1.465105,-0.044058856,-1.9487733,-1.5257462,-1.7219555,-2.9433808,-3.1104836,-1.4195395,-2.876657,-2.381072,-1.5107976,-1.841464,-0.8431835,-0.15681827,-0.9790446,-3.4932637
"PROSER2",-0.8798348,-1.77602,-4.158744,-4.764685,-4.280156,-4.0688286,-4.264778,-1.4730173,-5.239435,2.8838894,-3.4165976,-1.1853034,-6.219623,-3.461891,2.1456294,-1.0919763,3.1119058,2.3154693,-1.8711735,0.7740156,-1.3364233,-1.5612048,-1.4867003,-3.260377,-3.6645534,-0.21847537,-3.2040858,-1.9027721,-2.9292274,-3.5104728,-3.930988,-3.7953548,-4.378944,-4.420988,-4.767675,-5.1636987,-2.449817,0.6875245,-4.404982,-3.5388165,-4.2669473,-5.2132945,-0.7635942,-2.969968,-1.446389,-1.6682926,0.55564266,-0.28650773,-4.1169667,-3.7936919,-4.306036,-2.4298058,-0.029614627,-5.6981406,-6.322303,-4.620583,-4.5955806,-3.3645587,-3.328047,-3.5619552,-3.3955112,-5.6888075,0.24542408,-3.5225172,-4.5570498,-4.209393,-4.2899456,-3.2586856,-3.8617866,-1.1920937,-3.7939413,1.2953804,-3.5649457,-0.8041097,-3.3023908,3.7481444,1.293478,-3.678404,-3.5616138,-0.573879,-2.8689125,-6.7472615,-2.6403797,-3.943991,0.3796947,-2.2726884,-5.210188,-4.615547,-3.0902946,-1.9079316,-4.065631,-2.9924908,-1.6916772,-3.3429394,-0.771384,-1.0436804,-1.4114691,-2.816387,-2.5676062,-2.778658
"ZEB1",-2.506633,-1.7123245,-3.407012,-1.7976824,-3.94249,-0.67374724,0.30109048,-2.5318406,-5.184079,-1.0905448,-3.0425968,-3.7356918,-4.47043,-2.880441,-1.0290847,-0.40712506,0.2642096,-1.97229,-0.5746577,-1.3854551,-1.5961916,-2.0408764,-5.9881854,-1.8392496,-1.5168976,-1.6736311,-2.1760974,-0.50057405,-2.6104689,-3.7988112,-1.5665579,-4.1459303,-1.070506,-3.7804618,-0.94767123,-0.7870198,-1.9470328,-0.77678514,-2.9330907,-2.001349,-3.528074,-4.5181937,-3.6857612,-2.3798068,-1.7353294,-2.622706,-1.0319986,-1.9844273,-3.545189,-2.7529712,-3.405404,-3.511784,-2.1105888,-2.7124472,-1.4552754,-2.1084259,-2.0259025,-0.12240226,1.2890548,-4.44132,-3.533566,-5.1500735,-0.33566055,-1.8985087,-4.4519777,-0.7339901,-2.286251,-1.7793288,-2.617207,-3.9753792,-1.9079783,-2.1648803,-3.0990713,-3.3204875,-3.3939946,-2.357641,-1.2637012,-1.132276,-5.076154,-3.3200488,-2.6003563,-3.4531364,-1.8652611,-4.2425647,-2.944633,-0.17608702,-2.5084548,-1.7206942,-2.3822322,-2.6717513,-2.3120604,-2.287333,-3.2843502,-1.3735019,-1.4159248,-2.6148517,-0.1935327,-1.5226595,-2.0884426,-3.2564662
"TCF7L2",-2.0327313,-0.743028,-3.7520566,-1.6112019,-4.0636883,-2.2781792,-4.1983914,-2.1303325,-5.5492926,0.919413,-2.064939,-3.7909834,-7.919452,-5.4589024,-1.9641705,1.9724551,3.0662134,-4.18391,-1.8673657,-1.7457728,-3.4377348,-2.4928463,-3.6126654,-2.9186897,-1.2120568,-1.9000465,-1.9871639,-5.6963716,-3.7254977,-1.1734221,-2.7436857,-6.417928,-2.896002,-2.1154604,-5.0353966,-2.739708,-2.7635593,-3.4525404,-3.1978736,-4.021835,-5.6327267,-3.968109,-2.7561522,-4.5010448,-2.4146595,-2.199477,-6.099137,-1.9406031,-5.9601064,-2.7135954,-3.2355244,-1.3877741,-4.020693,-2.95576,-5.214811,-2.680178,-3.3592422,-5.0578666,-2.2892146,-8.68898,-5.0463023,-4.185155,-2.9216993,-2.7881176,-4.4969673,-6.3285217,-1.689808,-3.8339326,-2.7856798,-6.162767,-3.6153262,-2.757009,-4.852023,-2.1851535,-4.683446,-5.7515483,-1.1047639,-1.2103181,-4.283979,-3.764021,-3.193218,-5.047375,-3.858944,-2.1957254,-2.597085,-2.1528838,-3.3034265,-1.9134,-3.006101,-3.2494414,-2.7357633,-1.1466876,-2.1439123,-3.1669304,-2.2337627,-0.8992312,-3.6418836,-2.418942,-2.0887506,-1.8247627
"MKI67",-1.70964,-2.802336,-2.3254542,-1.9419056,-6.2790976,-3.0412729,-0.559059,-2.8638034,-2.9680889,-1.298759,-0.5292126,-2.6665714,-7.1799192,-2.2725646,1.7407473,0.13984567,3.9127488,3.6139257,-4.596231,-1.1785667,-1.7236863,-1.5844797,0.48866385,-1.2360612,-5.331032,1.6212584,-2.0046086,-1.1034482,-3.859775,-5.253738,-2.067676,-6.846697,-3.227377,-3.821427,-5.219247,-1.9996444,-2.7658372,-3.4283009,-2.7388334,-2.9885879,-3.8304663,-5.5623894,-2.629529,0.30579135,-3.8241298,-1.5446835,2.9749417,-2.8831704,-1.9511565,-2.4917796,-4.009939,-2.8912482,-2.3747816,-3.122371,-4.6702466,-4.3293457,-3.7256973,-3.9698143,-0.9887284,-3.2432766,-4.267367,-6.614857,-2.663744,-2.502665,-4.404478,-2.5769138,-4.28127,-1.7026576,-1.1231991,-3.057886,-2.577461,-1.2539572,-2.8258996,-1.1240845,-3.794688,-4.3464828,0.54908013,-0.6542936,-4.2659073,-1.7988914,-2.6570225,-4.778418,-0.49760285,-5.835638,-1.4439677,-1.537905,-3.3979225,-1.0328869,-4.4061155,-2.5156,-5.0120354,-1.2883422,-4.0699167,-4.194215,-1.5939898,-2.2070534,-1.6627569,-1.4161923,-1.9852464,-3.3869777
"GSTO1",-1.209719,-1.1552616,-2.949785,-3.8306286,-3.6382313,-3.276783,-3.4020855,-1.1513246,-3.8641431,2.9879975,-2.8594217,-1.1810305,-4.6610756,-2.9725292,1.6298695,-1.1807444,2.204812,2.624069,-2.0426333,0.25984925,-0.8065839,-1.6840016,-1.9951626,-2.7784767,-3.097302,-0.65315145,-2.6254978,-1.6744205,-2.2389479,-2.8786955,-2.6831007,-3.4222496,-3.7560692,-4.1278768,-3.638316,-4.277447,-1.994821,0.94159245,-3.335559,-2.2477322,-3.4261649,-4.492804,-1.8211778,-2.584412,-1.1798904,-1.2470595,-0.22903268,-0.3573013,-3.2624023,-3.483117,-3.9932306,-2.6360455,-0.32876563,-4.905468,-5.1402187,-2.837262,-3.3781433,-2.2073474,-2.0645154,-3.7173357,-3.1487563,-5.7126093,1.2446223,-2.7320611,-4.461177,-3.818122,-3.2782667,-3.2480686,-3.5136366,-1.8128415,-3.0596874,0.7388243,-2.4661343,-1.3486967,-2.6417086,2.5871437,0.48933062,-2.723666,-3.1084638,-0.002151553,-2.4412146,-4.979207,-2.239175,-3.9662626,0.47026396,-1.1418012,-4.192093,-4.3536716,-2.6509926,-1.616647,-3.6971629,-2.4945529,-1.4719223,-2.9932823,-0.46212417,-0.7197506,-0.76038,-2.5224557,-2.4482324,-2.3361185
"RGS10",-2.996979,-2.5102656,-3.96587,-4.300753,-1.2465994,-1.325015,-2.0051563,-2.0444057,-5.434828,0.12795557,-1.3827046,-2.9777691,-4.1310987,-3.718211,-0.43043107,-1.7614642,0.48172498,-1.923538,-0.16842476,-0.55203146,-1.3414518,-3.0942173,-2.0345538,-2.9663084,-2.3699088,-2.7307787,-2.8495808,-2.9918761,-2.1603518,-0.4598519,-2.233995,-4.233328,-4.0317073,-2.8788197,0.3507991,2.7071695,-2.4261014,-0.017660009,-3.9582248,-3.526333,-4.139652,-2.6881845,-1.3683017,-1.7282413,-1.3680161,-0.9874354,-3.2180762,-2.1471488,-3.5113435,-3.5795434,-4.5332484,-5.5389986,-2.7816424,-6.127284,-1.9758658,-0.9823156,-1.3725042,-0.61113805,-1.6134129,-3.9745977,-1.6753042,-4.918711,2.169987,-4.4684343,-4.8164864,-4.651935,-1.3028065,-1.0940781,-4.897586,-4.2757854,-3.421557,-0.76891714,-0.5865144,-1.4789629,-4.1048546,-3.070935,-3.429469,-1.4896785,-2.1027145,-1.3006903,-2.477731,-5.51449,-3.490283,-1.6824995,-2.7001455,2.5142696,-3.7518165,-3.5040398,-2.8235273,-2.3198855,2.2550998,-2.7253504,-2.0605257,-2.0019486,-2.17761,-0.18616861,0.8526938,-3.7849884,-3.441622,-1.809229
"SESN3",-5.2854,-3.4463885,-4.616134,-5.3092,3.9064052,-2.9138417,1.9515555,-4.9640713,-7.617989,-3.2206848,-3.2004228,-3.5032728,3.7798157,-4.961694,-2.3341086,-3.3202972,-0.9125288,-6.525294,4.6113744,-3.8738432,3.091053,-0.57484853,1.5692533,-4.0249205,-4.0194683,-3.9535213,-4.602764,3.3800886,1.8557962,2.777432,-0.2553858,2.7423594,1.5384248,0.42407715,4.5820007,9.46978,-3.7950366,2.842744,-4.9454966,-0.22542784,0.15193406,1.1492219,1.6546135,4.9760966,0.23117305,-2.6562846,1.8802843,-0.2720631,0.28774515,-1.3993033,-4.655158,-6.9589787,-1.0402309,-2.2791076,1.6343664,-0.52398723,0.64953387,3.611196,1.5377065,0.7246288,4.0048485,-0.6043084,2.6935122,-4.816881,-2.5833898,0.55918455,2.2265491,6.59326,-5.8155804,0.9660029,-4.1557455,1.004141,3.3702004,-4.0761113,-5.9987497,4.401319,-5.8318186,-4.347297,3.2746973,-3.5104904,-3.4827302,-7.5287066,0.50455976,2.656613,-4.7554436,3.7735279,-5.5530457,2.4295838,0.03552359,-4.10348,3.5398722,-3.179005,-0.114182726,4.486322,-3.764319,1.9189684,5.8152027,-4.2421823,-5.226095,-3.49157
"ENDOD1",-1.6961582,-2.3961709,-3.7542043,-3.312849,-1.1041399,-1.0577738,-4.006157,-1.8569986,-4.594986,0.5294358,-1.358578,-2.5199406,-6.443629,-3.1222465,-0.5923726,-1.7019942,1.6349982,-1.3086175,-0.9482633,-0.46746165,-2.256788,-3.5813577,-2.0956752,-3.2019475,-2.2518144,-2.6355686,-2.9159489,-4.2838326,-2.798524,-0.10619719,-2.7455704,-5.485358,-5.0152235,-3.4520504,-1.0621108,2.008469,-1.9954339,-1.5220065,-3.4961314,-4.887848,-5.408237,-1.6702375,-1.1986629,-2.6008267,-1.7633185,-1.5826203,-3.5746849,-1.6132109,-3.4445124,-3.620699,-4.2579236,-3.7622461,-2.907286,-6.5128303,-3.2913322,-1.5894043,-2.2137825,-2.3042972,-3.762676,-4.6355596,-1.9339807,-5.138569,-0.07219143,-3.141124,-4.331641,-5.0824275,-3.0908241,-2.305616,-3.586086,-5.213134,-3.0721967,-0.8691519,-1.9484643,0.091287814,-3.7242017,-4.167783,-2.3639133,-1.4951639,-2.747013,-1.4377333,-2.3806796,-4.2425246,-5.2457895,-2.86056,-2.0441442,2.1518962,-2.8577027,-4.810501,-4.052421,-1.409617,2.8527308,-1.9527805,-2.8802693,-2.9954255,-2.3121028,-0.6146036,-1.1462132,-3.3996634,-2.4205704,-1.7432739
"ESAM",-0.7996682,-1.972941,-4.696379,-5.4871683,-4.8527846,-4.2328587,-4.8086395,-1.5739006,-5.4177136,2.7671063,-3.8958185,-1.3194482,-7.3015738,-3.481548,2.3393123,-1.3767397,3.343721,2.3326511,-1.9201716,0.984662,-1.4828134,-1.4072213,-1.2998936,-3.8334486,-3.8739681,-0.07596753,-3.7787588,-2.203008,-3.6197753,-3.9229646,-4.524317,-4.377057,-4.630908,-5.066293,-5.4027534,-5.5209036,-2.7598798,0.4148513,-4.740588,-4.032552,-4.9583683,-5.9397335,-0.5517444,-3.2016957,-1.4840214,-1.7363253,0.799467,-0.27640763,-4.6641984,-4.3524995,-4.2666993,-2.589357,-0.059248745,-6.6211257,-7.3291564,-5.1631885,-5.295547,-3.7449546,-3.7347772,-3.8233964,-4.0383058,-6.084469,-0.07506126,-4.1849194,-4.770692,-4.5232534,-4.682551,-3.233291,-4.244838,-1.1164795,-4.1382914,1.3322474,-4.0990567,-0.47866964,-3.6969626,3.6994545,1.5665243,-4.218282,-3.9379928,-0.8432973,-3.1141112,-7.5465765,-2.857486,-4.1243343,0.429193,-2.5746515,-5.6662855,-5.0558963,-3.542755,-1.9780041,-4.1482744,-3.4436636,-1.9546155,-4.206919,-0.8920318,-1.3733827,-1.6464932,-3.1535902,-2.7318413,-2.9727135
"FERMT3",-0.27723053,-0.37006336,-1.8618296,-1.5495385,-4.47464,-1.4539868,-4.157884,-0.20314999,-2.6562493,4.456246,-2.066431,-1.0804498,-5.8784585,-2.1827822,1.912856,0.4555781,1.9291365,3.4981182,-2.2764747,0.48075688,-1.580799,-2.5856779,-3.1680512,-1.2224709,-1.7970858,-1.5798652,-1.5686548,-3.322695,-2.0563805,-3.0534534,-2.3361099,-5.953865,-4.122434,-4.1466002,-4.3661995,-4.9033146,-1.5053264,-0.19649433,-1.7528547,-3.118259,-3.4382722,-4.458945,-4.1777043,-3.6231346,-2.5279617,-1.0531054,-2.0876374,-1.2127405,-3.1218433,-4.594941,-3.0753736,-2.042389,-1.7626346,-3.7756877,-4.6626062,-1.9823143,-3.0054784,-3.333801,-2.568256,-4.7001762,-4.583746,-5.7449245,-0.20954184,-1.7038398,-4.8957505,-4.5328403,-3.1389732,-4.7653084,-2.0996897,-4.0957017,-2.2129726,-1.5837594,-2.9423847,-0.72833425,-3.1862643,-2.8347685,-0.07283713,-1.5935926,-4.3334403,-0.05169088,-2.1146252,-2.2043872,-3.0920975,-5.6095114,1.2399569,-1.3189989,-3.3322895,-5.196888,-3.074194,-0.8975942,-4.2326217,-1.7924126,-1.8807232,-4.019811,0.23737556,-1.9754958,-1.7338395,-0.6489959,-2.097321,-2.0768795
"PLCB3",-3.3782327,-3.1257427,-4.75538,-2.8295283,-4.910205,-3.7096658,7.6615653,-3.038026,-5.382967,-1.9916444,-4.307944,-4.4195647,-2.77572,-3.4623048,-3.3041992,-1.9580632,-5.3266997,-3.2548716,1.0422491,-2.1932821,-2.7316318,1.1485702,-2.3183405,-2.1505249,-4.8318224,-3.8118167,-3.6812344,1.1920098,1.2458537,-2.6720898,-0.9383923,-3.018472,7.4969363,-2.268313,-1.7939373,-3.925921,-2.8085172,-0.67127573,-3.67819,4.898856,-0.9363956,-5.2287765,-3.4466136,-0.94735414,-1.5203385,-3.6739533,0.35841823,-0.92460805,-3.7363086,2.9596643,-4.6470304,-6.0592904,5.000998,0.3890621,0.05165903,-0.9269139,3.4531243,2.4165232,6.726869,-5.3055987,-3.6298823,-5.7834344,4.201222,-2.0719845,-2.7094493,-2.9927013,-1.2831664,2.028175,-2.3312318,-3.5554674,-2.6758053,-0.13234279,-3.577755,-4.561187,-4.795668,0.26981002,-2.1169162,-1.8645138,-2.5245767,-4.838686,-3.5933518,-4.9744673,4.7980304,-4.6758723,-2.7271311,2.8606215,-4.258974,1.7363924,-1.2601926,-6.403807,0.5842689,-2.0514708,-1.9976975,2.5068731,-1.2956173,-3.5917819,2.6463864,-2.0864441,-3.4006941,-3.9393826
"KLRF1",-1.8945508,-1.4007491,-3.869411,-2.576633,-4.760343,-1.9663876,0.64753693,-0.37403107,-4.629587,0.17514905,-2.4836419,-1.108981,-4.862714,-3.3420024,-0.5330644,0.3828785,1.8713484,-2.4453747,-2.0124736,-1.4793665,-2.1316543,-2.3467615,-3.1632795,-1.9665009,-2.0837207,-0.023735022,-0.49871045,-0.2261298,-1.7019894,-2.6361346,-1.3393121,-5.2033396,0.20422333,-2.318253,-2.2679064,-0.28525865,-1.2238045,-2.921763,-2.0212345,-0.63640076,-4.2699323,-6.8683395,-2.2456539,-1.9413389,-2.23158,-3.0073037,-0.8656131,-2.969224,-2.6846933,-1.0788659,-3.5369992,-1.5931731,-1.012199,-2.5027332,-1.5575945,-3.769688,-3.0617304,-1.4307742,2.3134801,-4.9704227,-3.7024422,-4.2246704,-1.4981437,-1.9932829,-3.8398166,-2.9799502,-2.371851,-2.0539627,-0.98983175,-3.972071,-2.0500603,-1.7399971,-2.3997996,-3.0915062,-1.7915386,-1.8408815,-0.6505004,-1.4649543,-3.479375,-1.9499351,-2.3544586,-2.5978289,-0.8336244,-4.381958,-2.027661,-1.0700309,-2.3258903,1.2293605,-3.710173,-3.5330834,-3.8941598,-2.513207,-2.8059292,-1.1650766,-0.37301272,-1.3008769,-1.5278488,-1.3107795,-4.1846356,-2.029967
"CWC15",-4.5836167,-2.0810993,-3.6796403,-4.067529,-3.4623969,-0.059650153,0.37084326,-3.6725829,-6.9539413,-1.3802288,-2.6463318,-4.1646338,-3.3210316,-4.1339107,-1.7541242,-0.5794398,-0.6349326,-3.879368,-0.3960108,-2.8939497,-0.99717915,-3.2249062,-5.719955,-3.2405713,-2.462614,-3.105758,-2.6099362,-1.2626369,-1.606264,-3.0542924,-2.4849157,-5.3692164,-2.4779515,-5.1513767,1.0398829,2.7271743,-3.24105,-0.39870524,-4.0763526,-2.1456282,-3.6823556,-4.4764686,-3.0457137,-1.7799078,-2.0315535,-2.5078247,-2.6853602,-2.5069952,-3.395443,-3.97722,-5.1969347,-6.7679496,-2.508707,-5.011353,0.46307188,-1.7469244,-1.1084352,-0.1913024,1.8674763,-4.0832305,-2.2483191,-5.3896694,1.0338424,-3.8951519,-7.238672,-3.0951645,-1.613639,-1.0489382,-4.791828,-4.7537947,-3.0962524,-2.7063403,-1.6330881,-3.7993355,-6.3892155,-3.2896566,-4.8410654,-2.4096034,-5.074859,-3.6876497,-3.5453558,-4.795944,-1.4446735,-2.9388669,-4.8335304,1.8325084,-5.073226,-1.9610164,-1.0174723,-3.7588902,-0.9553451,-2.0475159,-2.7603903,-0.7550629,-1.9103682,-2.1412823,1.2696031,-2.0381255,-3.6127589,-3.1469412
"ARID5B",-2.3925078,-1.3630999,-4.4142303,-1.9256797,-3.160948,-1.5684602,0.10721646,-3.4681659,-4.355055,-0.74802774,-3.8885055,-2.8462718,-3.3414497,-3.1967318,-1.3113289,-1.5280837,-0.10417624,-1.5957222,-1.3025821,-2.7095952,-1.5619498,-3.2666838,-5.6453013,-1.4732877,-1.7496914,-3.1374557,-1.8411399,0.049545955,-2.2089686,-4.21753,0.106862664,-3.0209637,0.77668244,-6.111361,-2.308643,-1.1439371,-2.5261862,-0.94503367,-3.4932845,-1.5301168,-2.396735,-4.0256023,-4.0492783,-2.070939,-0.9218923,-3.848938,-0.363932,-3.0037594,-2.3091834,-2.230347,-3.573184,-4.5005474,-0.56735605,-1.632312,0.8523501,-1.4238029,-1.4435601,0.6093276,1.205532,-3.2602274,-2.6033607,-5.4228835,0.7436051,-1.2726426,-3.6732614,-0.76972353,-1.9006833,-0.90438914,-3.0555387,-4.22111,-0.95774424,-2.2849026,-2.9156792,-4.2685347,-4.2339706,-1.6221601,-2.0396876,-2.3799243,-4.4979715,-4.093288,-1.9822513,-3.107995,-1.4114959,-4.677532,-2.2548182,0.5195226,-3.119087,-1.4589541,-1.782745,-3.104358,-2.4867058,-1.9444778,-2.5328045,-0.28040612,-2.421133,-2.8629823,1.0380065,-1.0046163,-3.062167,-3.6210594
"ADRA2A",-2.2964377,-2.7236264,-3.1431558,-3.211207,-1.7191346,-4.0719357,-2.8135045,-3.5521874,-5.1531787,0.40742278,-1.9764137,-1.7555795,-3.179501,-4.476439,1.9921219,-1.7566265,7.236165,-2.1957142,-1.9722928,-4.6904473,-0.55809724,-0.9885174,-0.19593726,-1.9832269,-4.0826263,-2.9844263,-1.4636561,-0.2308984,-2.6248326,-1.3378257,-3.722557,-1.4429177,-4.526485,-3.1472688,-3.1778162,0.20262331,-1.7612077,1.1920927,-3.6972766,-5.3114123,-2.1818547,-1.8067831,-0.102630764,-0.6488511,-0.8955854,-2.3257809,-0.085676186,-1.3442882,-2.4000118,-3.2220364,-5.0057216,-1.648129,-2.072802,-3.648427,-4.2182717,-5.3057294,-2.7480602,-3.8695917,-4.1811066,-3.103626,-0.040109087,-2.8021746,-0.7702837,-3.4158638,-4.513349,-1.5587927,-2.1132753,-1.979032,-5.9729915,-1.9094431,-3.4335034,0.829884,0.56082374,-4.106714,-4.2169466,2.3399749,-1.5199009,-2.0600288,-1.9856243,-1.6091124,-1.5984074,-6.802885,-3.2677152,-0.96613085,-2.8677764,-2.467017,-5.905952,-3.214612,-1.0416539,-4.2401757,-3.7078862,-0.37591094,-1.5787668,-1.5021175,-3.1874056,-0.4152981,0.28731158,-4.343525,-5.7288146,-4.7456694
"RGS18",-0.97363925,-1.9796497,-4.805743,-4.6358147,-3.4925396,-2.8527062,-5.5050898,-1.6005143,-5.755367,2.6851912,-3.3756688,-2.1718345,-7.528284,-3.7772782,1.4383955,-1.7727815,1.634139,1.2261456,-1.0591654,1.259392,-1.6641867,-2.117071,-2.7670138,-3.8631036,-3.468883,-1.3322625,-3.4946303,-3.9829376,-3.8512616,-2.845309,-4.3456907,-5.479061,-5.7843757,-4.0472274,-4.2710233,-3.8626928,-2.322265,-0.24941574,-4.5219135,-4.7706075,-5.8981237,-4.7620683,-2.1328814,-3.6522224,-1.6374258,-1.8254082,-0.66046333,-0.32702658,-4.5898733,-4.06212,-4.1761794,-2.8086472,-0.9252337,-7.142385,-7.4896564,-3.460325,-4.6660614,-3.6848662,-3.9398515,-4.1725907,-3.6458855,-6.3803186,-0.023550123,-3.7995431,-4.523051,-5.477723,-4.4374943,-4.310622,-4.6863303,-2.607797,-4.3203216,1.2134482,-3.4913514,0.13136306,-4.360097,-0.040709116,0.13963737,-3.0344703,-3.8871346,-0.58995384,-3.5883324,-7.3437805,-4.30925,-4.116567,-0.4075156,-1.3956856,-4.0264187,-6.308018,-4.2556767,-1.5716797,-1.3082827,-3.6598008,-2.2339478,-4.636128,-1.210959,-1.4228798,-1.5546107,-3.0787206,-2.1860318,-2.5709543
"DOCK1",-3.2797267,-3.9339826,-5.151856,-2.7623367,-1.4727755,-2.323513,-3.6439052,-4.1115775,-5.086028,-1.615944,-3.4570622,-2.9981766,-8.161643,-3.8218915,-0.020213902,-3.3689578,2.9760542,-2.704343,-0.82275546,-2.7109427,-3.0601697,-2.9468591,-1.4626521,-3.436496,-4.350145,-2.604207,-3.7647085,-3.8167615,-4.3331194,-0.76130176,-3.7449589,-5.883352,-4.755473,-4.633297,-1.8610766,2.2884955,-1.6109947,-2.6023016,-4.2192264,-6.206214,-7.367087,-0.9968963,-0.96495956,-1.793708,-1.4429495,-3.243124,-2.1944466,-1.6220487,-4.9674253,-3.2034764,-4.793426,-3.151073,-3.65781,-7.145543,-6.1649933,-3.2421956,-2.8861327,-3.779763,-5.299552,-5.3897395,-0.8280943,-6.449164,-1.8296602,-3.702931,-2.7568018,-4.244905,-4.3726835,-2.0940413,-5.200473,-5.9458785,-4.44491,-0.6145246,-2.0633516,0.1160536,-4.383727,-3.7377505,-2.5761633,-2.0604608,-3.082253,-2.0674224,-3.5019732,-6.381345,-6.563762,-4.197789,-2.3026085,1.3009093,-2.2337136,-5.7951026,-5.511732,-3.4895008,2.875741,-1.8305237,-4.3976326,-3.5758662,-3.2965868,-1.1177584,-1.1191185,-5.1311975,-2.440046,-3.0173018
"DIXDC1",-1.8333019,0.1441737,-4.165612,-3.8014193,-4.4048,-2.5990515,-3.173137,-2.0355852,-6.0214477,-0.2909287,-2.0005863,-3.1880698,-6.982806,-5.505795,-0.7806096,3.4576154,9.325963,-5.5860877,-2.1817915,-2.810065,-2.3588846,-3.0896993,-3.6101813,-2.0456295,-1.900834,-2.2231815,-1.9875542,-4.648196,-3.1383996,-2.8197246,-2.4630852,-5.907901,-4.8820395,-1.8498272,-6.3447523,-4.7119875,-1.8608999,-3.4554846,-6.612969,-3.921918,-4.2736406,-4.092738,-0.81245583,-3.536973,-1.098448,-3.189255,-3.2103791,-2.3102722,-5.2768016,-1.7067674,-3.8305824,1.733343,-4.44695,-2.7573843,-7.027188,-4.1221867,-5.623123,-6.055512,-2.8072407,-9.743541,-3.924312,-3.7596517,-5.1007395,-3.6779037,-5.688673,-3.549205,-1.9062175,-3.2121956,-3.3669999,-5.028219,-3.2481973,-2.528626,-4.609123,-5.0967927,-3.7981946,-4.271913,-0.3239573,-3.2993736,-4.483991,-4.380304,-3.1193526,-5.0830603,-3.2678716,-0.075478904,-0.54116374,-4.825828,-3.8021917,0.18168771,-3.9011438,-1.7393547,-5.2792196,-1.4074904,-1.7520795,-2.2462466,-2.860586,-0.75527114,-3.5410323,-3.4869509,-4.190045,-2.5737174
"PIP4K2A",-1.4333549,-0.9183661,-1.431059,-1.6816132,-3.704244,-2.0184956,-4.145493,-3.8027432,1.1785486,4.49829,-2.8522606,0.42505622,-6.355837,-3.2860527,-0.803744,-3.8704045,10.486388,6.317286,-5.182717,-2.9908967,-1.1039747,-2.4206526,-3.8130636,-0.7857815,-2.6161082,-4.6630116,-1.0098654,-2.2895658,-2.1900358,-3.4204416,-1.8351884,-4.6386423,-4.8045974,-6.540406,-6.995449,-4.5135727,-1.824113,-0.53661716,-1.6816884,-2.7396903,-3.1501772,-1.8002976,-4.592667,-1.1873057,-1.471381,-3.370326,-2.5085864,-3.0979645,-0.4565025,-4.6600676,-3.2054737,-2.4173427,-2.4197476,-3.4055784,-2.5966341,-2.3881805,-2.8255637,-4.1886625,-3.790405,-4.3636312,-3.7996957,-5.2034144,0.15948536,-3.5360262,-5.275075,-1.9753531,-2.8666358,-5.787621,-2.1039789,-5.7994156,-2.3318543,-3.3148742,-1.2859274,-2.5084972,-2.4590583,-2.1307576,-1.3994657,-0.78499913,-2.8086767,0.6065958,-3.3626845,-0.13503173,-3.9319224,-5.710184,-1.1549277,-3.6667874,-3.0013833,-5.5412183,-1.9728782,-2.0077546,-6.8367443,-2.093609,-0.6241194,-2.7574096,-2.4024274,-2.1099975,-2.2395551,-1.0841849,-5.0279026,-4.7637777
