"","X2","X13","X36","X74","X98","X99","X108","X123","X125","X141","X146","X180","X191","X195","X256","X282","X323","X341","X390","X396","X456","X469","X497","X498","X503","X510","X519","X527","X561","X563","X575","X603","X628","X633","X668","X672","X688","X790","X837","X874","X892","X913","X944","X948","X981","X990","X994","X1005","X1033","X1061","X1071","X1083","X1119","X1123","X1147","X1156","X1185","X1191","X1198","X1217","X1221","X1223","X1256","X1258","X1270","X1282","X1291","X1298","X1309","X1352","X1423","X1476","X1492","X1572","X1578","X1581","X1584","X1621","X1623","X1646","X1658","X1665","X1677","X1680","X1682","X1744","X1791","X1812","X1819","X1825","X1831","X1854","X1882","X1892","X1952","X1955","X1970","X1987","X1999","X2039"
"FLT3",-6.8465853,-4.8500724,-7.504524,-6.828365,8.845355,-6.40115,4.0726905,-6.7821865,-9.729973,-3.697489,-4.6211834,-5.063681,8.886927,-7.3835945,-3.6089437,-5.0019517,-2.7527852,-7.7280273,7.286904,-6.1340528,6.090658,0.24152029,3.7690992,-4.7799582,-5.6939073,-5.510352,-6.5368547,8.0308695,2.9423738,4.7339134,0.5939555,7.7364163,3.31485,2.4506257,6.826659,13.710154,-4.716935,5.6030335,-6.5472035,0.6633286,3.7107723,2.1466997,3.716739,8.822081,0.9047903,-3.9562361,6.819659,1.2877289,3.4794312,-1.251847,-5.8493237,-8.193234,0.0946995,0.037170168,4.181274,-0.50680745,2.003736,7.084481,3.0664659,5.256415,8.4875145,0.4551682,3.4891183,-6.911826,-0.98923045,4.672893,3.6515467,12.108985,-8.569642,5.5615287,-6.7809744,3.206043,6.1179137,-6.6821775,-8.112462,12.409667,-7.0437536,-6.9542522,8.132733,-4.8600903,-4.4822626,-11.137765,0.70861965,5.5013895,-5.034852,3.3879077,-7.9965973,6.5249677,1.3587492,-6.377446,3.1653693,-4.910434,1.1238168,6.524021,-4.7504888,5.191071,9.7436495,-5.802034,-6.317993,-5.877162
"SERAC1",-5.2716236,-3.8894908,-6.261615,-6.559026,-4.1035886,-3.0198293,9.010753,-4.185834,-7.058401,-6.035095,-7.0238256,-5.342456,1.5487399,-4.953453,-5.4852896,-3.8405616,-5.334029,-4.365799,0.79888636,-2.683954,-2.0338502,4.698779,-1.1179345,-4.499088,-3.506825,-6.0976424,-5.8913994,5.165012,6.783338,-3.4979806,-0.43779853,-0.09234408,12.137812,1.309634,-0.14514372,-4.269201,-4.819805,0.5341843,-5.382243,9.3620205,-1.3549564,-2.1712143,-2.3980331,1.770002,0.09433882,-4.6471014,2.847181,0.83752584,-3.0404186,5.3671045,-5.710334,-6.732083,9.643278,1.817646,0.4352219,2.0844214,6.2152944,6.1945252,10.939191,-4.035421,-4.1258636,-3.3213558,6.2744675,-4.056514,-2.31507,-1.16007,0.36777997,4.53771,-2.8964603,-1.7117546,-3.067057,-0.22350478,-4.0214167,-5.8552294,-8.083396,1.7381818,-2.1122513,-2.8855305,1.8930517,-7.713763,-4.5158153,-8.862438,11.415344,-4.101485,-5.256013,7.0023274,-7.0006666,4.5377736,-0.4772076,-7.267611,5.9313235,-2.652375,-2.909976,9.2710705,-4.976839,-2.1664298,5.7061796,-3.1773865,-5.842558,-4.043724
"ODF2L",-2.5050182,-1.7888988,-2.9477897,-2.418583,-2.5490913,-0.39727017,1.0851383,-3.6175368,-4.748541,-1.0897441,-1.288096,-2.7517173,-3.6787448,-3.2983866,-0.6233101,-0.4691618,-1.3824898,-2.059646,-1.2534872,-2.4488914,-1.4197913,-3.2282102,-4.8118663,-1.8068411,-2.5312705,-2.0917754,-1.8564818,-0.8062273,-2.794492,-3.5669668,-1.4281164,-4.0631094,-1.1183283,-5.330455,-0.09387777,1.4172755,-1.9978477,-0.9798242,-2.2889647,-2.7190762,-2.601407,-4.43976,-4.0637937,-2.6219888,-2.3381321,-2.4221148,-1.4598907,-2.2754693,-3.4811187,-2.731642,-3.475189,-5.6332936,-2.5448236,-4.4208875,0.84966445,-2.0575264,-2.0123215,1.2438531,1.498875,-3.3219864,-2.6932049,-5.3702326,1.3600491,-2.7136025,-4.5278425,-2.0206344,-2.7043126,-1.181374,-3.2645288,-4.3424163,-2.5378437,-1.6405232,-1.9147396,-3.0113254,-4.5905323,-1.9752284,-2.5416212,-1.7220467,-4.8097854,-2.2879193,-2.805474,-2.7755926,-1.8162442,-4.16693,-3.664436,0.46700102,-2.992973,-1.8079301,-1.4859374,-3.1934206,-1.5012065,-1.7463665,-3.1757472,-1.642304,-2.091301,-1.7700248,0.24680743,-1.6160206,-2.9579616,-3.5643451
"PTGFR",-2.6727624,-3.39762,-4.7781787,-2.5883887,-0.37270677,-2.7586813,-4.2974105,-3.0905902,-5.4324174,-0.3344701,-2.626948,-2.0899174,-8.561526,-4.14599,-1.7346628,-3.340295,2.5052254,-3.3991647,-1.0146227,-1.835265,-3.1125915,-2.8802443,-2.0839927,-4.408547,-3.778229,-3.9843392,-3.7699366,-5.828099,-4.1039796,1.6278946,-3.7758293,-5.033372,-4.708399,-4.9440565,-0.5748045,3.0662732,-2.7670414,-3.3084033,-3.8804836,-5.8753414,-7.3962793,0.27754995,-1.593165,-2.5779147,-2.5605912,-2.7545893,-4.12366,-0.82692116,-4.535645,-3.5171611,-5.358134,-3.705847,-3.4820218,-7.41115,-4.9577336,-1.9399984,-1.5119804,-3.486468,-5.9504766,-5.681633,-0.5828836,-5.5133467,-2.4387534,-3.0248368,-2.919813,-5.7476683,-3.2939286,-1.9232998,-4.0311427,-6.8244033,-3.8734362,-0.75525993,-3.0812502,0.8998284,-4.610853,-4.814795,-4.1099215,-1.2742362,-2.9884467,-2.211896,-2.7293816,-5.338174,-6.2499285,-3.220455,-3.4861424,2.429725,-1.7910253,-5.8140426,-4.3451858,-3.18756,4.7978873,-2.1319158,-3.7981615,-2.5078247,-3.1561337,-1.2598962,-1.8792071,-4.110762,-2.5301602,-2.7040176
"GLIPR2",-2.2588634,0.087494515,-3.942117,-1.3794311,-6.210956,-0.72047716,-1.4365612,-2.8513758,-3.9560478,3.1668768,-2.7588954,-2.51194,-6.3562784,-5.031598,-0.7985239,0.35703665,1.7305354,-0.8837213,-2.148533,-2.6204286,-4.366395,-3.2441318,-4.44733,-0.927796,-3.3504696,-2.6751618,-2.3923686,-2.8277686,-2.6469064,-2.5916429,-2.3266895,-6.3015,0.65276784,-4.310887,-5.87885,-2.5173304,-3.739904,-4.147653,-4.044374,-1.529021,-3.6834013,-8.308277,-5.5986385,-3.2934113,-3.9643695,-3.1853042,-4.2064857,-3.538231,-5.1832824,-4.115797,-3.2472825,-3.916203,-2.2781134,-3.7875733,-2.356868,-3.8167956,-2.8029265,-4.4267097,-1.5357468,-5.54434,-6.381559,-5.1629796,-1.5157644,-1.7657219,-4.886836,-4.022272,-2.9048407,-3.501666,-1.4734424,-6.723146,-2.021712,-3.2845242,-5.0228753,-4.4005218,-3.1896474,-4.546445,-0.9978099,-3.0356696,-6.8850007,-3.4911785,-1.9368311,-3.6801982,-1.5648348,-6.5249715,-1.5201933,-2.8922892,-3.0390718,-0.39869338,-3.7534354,-3.3955944,-6.7345476,-2.3070955,-2.371207,-3.3547826,-0.5984962,-3.5431807,-2.4916053,-0.34202188,-3.9943433,-2.8809652
"ZC3H13",-3.4413166,-1.6184067,-2.7315311,-2.9945965,-3.069979,-0.27072537,0.63247937,-2.6868742,-5.897926,-1.2260169,-1.7693803,-3.700967,-3.3874402,-3.3772569,-1.2745852,-0.33307368,-1.380939,-4.220459,0.70403177,-2.0728314,-1.6126616,-2.8402398,-4.6154175,-1.7681526,-1.7590142,-2.7279367,-2.4769473,-2.0375912,-1.8745264,-1.9842343,-1.3625839,-4.8381977,-1.1219453,-3.7648168,0.29896548,1.5754718,-2.3010747,-0.61849517,-3.0171363,-1.9983113,-2.5207126,-3.7886088,-2.2274742,-1.4912423,-1.8173735,-1.9507916,-3.0534637,-1.7150304,-3.4667912,-2.7385044,-4.2864685,-5.6582527,-2.1666758,-4.197865,-0.16794881,-1.6870811,-0.58790046,-0.17727877,1.3510985,-4.339062,-1.7821984,-4.6685667,0.9856254,-3.4142268,-4.8921604,-3.309876,-1.2330836,-0.40697438,-3.173159,-4.397076,-2.8384824,-2.131801,-1.567297,-2.8400917,-4.810692,-3.7527406,-3.2003682,-1.8034719,-3.9669583,-3.2156498,-2.6945276,-3.6672516,-1.4118525,-2.587223,-3.590601,1.5309048,-3.6536171,-1.748193,-1.2362106,-3.098454,-0.61783326,-1.6771536,-2.0487769,-1.2215627,-2.0647783,-2.0569186,1.0603652,-1.6812961,-2.60691,-2.4561853
"OPTN",-3.0860093,-1.6737761,-2.9534094,-2.7130551,-3.455342,-0.777784,1.3933427,-2.8712766,-5.112897,-0.6105861,-1.6924176,-3.828976,-3.9051673,-3.172818,0.097921565,-0.42849952,-2.7807739,-2.4268563,0.016345413,-1.9505366,-1.7806519,-4.216714,-6.138374,-1.5162939,-2.9067976,-2.4905787,-2.0108433,-1.4750981,-4.294602,-3.4569948,-1.7542555,-5.490993,-2.296309,-5.6241555,1.1366314,1.2878023,-1.937092,-0.44577217,-2.9018612,-3.1648502,-2.3563464,-5.9211073,-4.387305,-2.7829957,-1.8644732,-2.8951714,-1.9668624,-2.6413558,-4.0485253,-3.2922716,-4.427856,-6.6655884,-3.0979857,-4.645927,0.4617707,-2.0194902,-2.006344,1.601213,1.5674956,-3.557857,-1.9113698,-6.5286856,0.6694838,-3.048782,-5.2115526,-2.2675128,-2.7231956,-0.81741595,-4.117143,-4.5106387,-2.8165991,-1.719209,-1.2417669,-3.6238148,-4.9802217,-2.6741765,-2.9156058,-1.6619437,-4.862939,-2.3642247,-3.0215957,-3.1100397,-3.5547726,-4.5342994,-3.042156,0.8933148,-3.5241966,-1.9169,-1.6273971,-3.6053813,-1.313323,-2.4087787,-3.0177956,-2.6808698,-1.7374649,-2.0903463,-0.14955452,-1.9637978,-2.1757681,-3.996974
"LRP1",-2.2367804,-2.0081744,-3.8049314,-1.8087593,-4.0940123,-2.674635,-4.335422,-2.2148983,-4.1667795,2.4589248,-1.8040419,-2.3841436,-7.581781,-4.5518017,-1.7856477,1.5288894,3.200723,-0.9667921,-3.033713,-2.1240242,-3.148497,-1.5602145,-2.3839855,-2.7513592,-1.9858649,-1.573111,-1.338656,-4.625486,-3.2607713,-1.2680614,-3.6894403,-5.7537007,-2.3318014,-2.6079133,-5.0509925,-2.8536816,-3.2274292,-3.769459,-1.6382767,-3.2341135,-5.526673,-4.5351915,-3.249453,-4.7149405,-2.4933507,-2.0345113,-5.3415074,-1.9951888,-5.845847,-3.3363032,-3.2551792,-2.2056496,-2.923963,-2.3345942,-3.8479948,-2.8890119,-2.81322,-4.84581,-3.3934681,-6.6095104,-5.5593886,-4.5219707,-2.344972,-2.7972734,-5.0988455,-6.099459,-2.2636917,-4.656668,-2.5063767,-6.1773906,-3.1037729,-3.0217109,-3.9415445,-2.6599293,-4.4768057,-4.1878076,-1.0252364,-1.2855151,-4.6404586,-2.6433258,-2.632715,-5.164919,-3.3126314,-3.7903757,-3.2578793,-1.7090145,-3.2274618,-1.4151342,-3.4037035,-3.9438083,-3.3078291,-1.268845,-2.2158787,-2.1319406,-0.6642306,-0.9728839,-4.5292406,-1.9830953,-3.203285,-2.1411524
"NFE2",-0.3639528,-0.88266355,-4.576663,-5.0056596,-5.869972,-3.5665796,-5.229682,-0.89446896,-5.819331,3.7632751,-2.699213,-1.1793876,-7.525402,-3.8593993,2.0458522,1.1771587,4.6630297,1.6129766,-1.8535738,0.90641063,-2.029555,-1.7726113,-2.740482,-2.4620175,-2.9466577,-0.11354879,-3.1569784,-4.279606,-2.14973,-4.017608,-3.7690027,-5.7963715,-5.0692415,-3.5044892,-6.576358,-6.6730437,-2.0206501,-0.514573,-4.869428,-4.178771,-4.849709,-5.675472,-1.4155877,-3.6937313,-2.0588176,-1.1873238,-0.83497745,-0.7216394,-3.9723325,-4.0666075,-4.0989127,-1.5642833,-0.17238015,-5.459361,-7.573255,-5.3117495,-4.9971194,-6.0360594,-3.2807505,-4.6378117,-4.18606,-5.9689264,-2.2414038,-3.0758076,-5.8100815,-4.79235,-4.041614,-4.7917323,-2.753449,-1.9425329,-3.4478765,-0.011051232,-5.4721417,-0.6432516,-3.6438413,0.06941309,1.0590632,-3.8336425,-4.4565005,-0.7497819,-3.3378537,-5.5236897,-2.6050723,-3.783325,1.9030182,-3.4148374,-5.1090426,-4.267769,-3.4632993,-0.9715576,-5.5888653,-2.7125058,-1.816649,-3.3594513,0.16527341,-1.6787561,-2.0731652,-1.395295,-1.0956873,-2.974128
"NMI",-1.3176435,-0.94620544,-1.9531192,-1.8145458,-2.5319386,-0.68742007,-0.47722918,-3.0377269,-3.3401544,-0.020335544,-1.2138722,-2.102068,-3.2456908,-2.345886,0.3957156,0.086052485,-1.0743524,-1.4094192,-1.6685804,-1.3742771,-1.4015769,-3.0991642,-2.9663665,-1.3455682,-2.2574642,-1.5017465,-1.32119,-1.3118674,-3.1873355,-3.001952,-1.1518625,-4.108504,-1.0054003,-4.714275,-0.82847166,1.1930163,-1.6670364,-1.4076811,-1.5911016,-2.46524,-2.1746407,-4.519183,-3.4087968,-1.8342007,-2.2946477,-2.1740415,-0.7466926,-1.8952354,-2.5637338,-2.6013675,-2.8044643,-3.8842359,-1.5548656,-3.7034173,0.63553077,-2.1924088,-2.0237615,0.35547835,0.53784585,-2.2707264,-1.9130108,-4.9388013,-0.23564725,-1.8006638,-3.9327788,-1.9226905,-2.4693675,-0.76374125,-1.7865858,-3.72321,-2.0371373,-0.978288,-1.9831939,-2.6230035,-3.8875356,-2.41049,-2.3955524,-1.0039587,-4.247838,-1.5417666,-1.550355,-1.7796746,-1.4683343,-3.9192402,-2.4918785,0.6837329,-2.3913178,-1.027191,-1.366013,-2.7361596,-2.5232468,-1.1872847,-2.667028,-1.846563,-1.8033295,-1.8795187,-0.39145896,-0.6144656,-2.0641534,-3.0014956
"G0S2",-2.6017997,-3.6716082,-4.5286403,-2.3150997,-2.546081,-3.0977018,-4.8598094,-3.4198933,-4.867066,1.3283509,-2.7900798,-2.6184661,-8.906789,-4.634851,-2.365702,-0.760738,4.0955906,-2.868984,-2.8426507,-2.3749247,-3.3421128,-1.841659,-2.4551852,-4.2974706,-3.01967,-2.7673826,-2.1720667,-5.723525,-4.4004583,0.7988054,-3.686295,-5.1615667,-3.8309796,-3.8261387,-3.260055,0.051800773,-3.6830363,-3.8530118,-2.1986911,-5.065734,-7.067591,-1.7624725,-2.532407,-4.0138917,-2.026088,-2.6224785,-5.424356,-1.2950872,-6.1271725,-4.2243886,-4.2703733,-3.1945896,-3.6787505,-4.551658,-4.1364346,-2.6933012,-2.8066456,-4.717001,-4.9306226,-6.791357,-3.5612779,-4.8485126,-3.302295,-3.4772499,-4.304072,-6.536271,-2.5857196,-4.1471996,-2.9781873,-7.0798545,-3.6083667,-2.8577294,-3.5987291,-1.0264909,-4.439404,-4.4182405,-2.5707283,-0.33494973,-4.1750054,-2.8134863,-2.7626271,-5.470878,-4.9851084,-3.2899306,-4.8310366,1.0339762,-2.3903096,-3.2976284,-3.716531,-4.5589943,0.430331,-1.5153542,-3.132568,-2.4279256,-2.7094622,-1.4883888,-3.594225,-3.079139,-3.4459918,-3.0623674
"TOX2",-3.8183758,-3.0374115,-4.947776,-6.20434,2.3991234,-3.412375,-1.8069326,-4.179761,-7.8885202,-1.6654158,-3.9191341,-0.83507943,-1.8719255,-4.7606044,-1.5490831,-3.4039555,4.9345226,-6.570275,0.8607157,-3.5425975,1.1448791,-2.5544035,2.2600837,-4.17073,-3.963294,-4.46841,-5.3237143,-0.8955945,-2.2841933,2.6007903,-2.2810364,-0.7491999,-4.398537,-2.8634627,2.2910879,9.126716,-4.3103075,0.028658522,-4.4440427,-6.3179674,-3.4470258,0.72745043,0.62124735,1.1285145,-0.477297,-1.6376393,-0.8803235,-0.97266984,-2.4787185,-4.10284,-5.6312985,-6.8296494,-4.8669395,-6.234591,-1.4452744,-3.464104,-2.1481225,-1.0504107,-3.4889047,-2.2157543,1.7651129,-2.6534448,-0.29499197,-4.844978,-4.7103853,-3.380045,0.29826277,1.5701107,-7.1773973,-1.7067773,-5.446987,-0.3558784,2.289235,-3.7297673,-5.808208,-0.5060861,-7.1832776,-4.000416,0.7001051,-3.7978258,-2.8977892,-8.406779,-4.791701,3.069193,-6.1210623,1.8094835,-4.83997,-0.6770437,-2.201165,-4.788678,1.865112,-2.0069222,-1.9537623,-0.79017866,-5.0344973,-0.357688,3.5340285,-5.2655673,-6.7794385,-4.690712
"PMEPA1",-1.7571757,-1.8188609,-3.7083845,-3.324566,-2.0701663,-1.7727855,-0.6437809,-1.9870529,-4.726799,-1.7509516,-2.920221,-2.5334377,-4.682197,-3.434066,-1.6671852,-0.8689585,0.50465304,-4.648837,0.80544907,-0.69285244,-2.094678,-2.5189056,-3.072119,-2.1760952,-2.1125164,-2.1344757,-2.3346279,-2.5556915,-2.1526074,0.24027528,-0.8732504,-3.7839642,-1.3704703,-1.9369031,-0.31200382,0.78173333,-1.9713897,-1.220945,-3.2713263,-1.9552202,-3.8021638,-0.525544,-0.72909874,-1.3173192,-1.1857438,-1.7989639,-3.2086577,-1.6652699,-3.3058107,-1.8790419,-4.047835,-3.049024,-2.2504535,-2.939458,-2.4708977,-1.2469909,-1.9127806,-0.86808556,-0.2283188,-5.2637005,-0.3718936,-2.98939,0.030310497,-3.1351187,-2.7832747,-3.2292058,-0.25030255,-0.7932653,-3.0028346,-4.570868,-3.118399,-1.3978299,-1.8861995,-0.52217245,-2.5045936,-4.2144384,-2.8107915,-1.421376,-2.2297983,-2.5582428,-2.48525,-3.4433289,-2.333871,-0.70674425,-2.909329,1.5233945,-1.5544658,-2.7448223,-1.6846907,-2.3948026,1.3990949,-0.6867831,-1.7844176,-1.3634435,-2.9445314,-1.4902155,0.3348742,-2.3445008,-2.2212288,-1.712243
"F13A1",-1.2735424,-1.9166567,-2.8635573,-1.9902053,-4.0106716,-3.067825,-4.8433347,-1.6653727,-2.13327,3.384253,-1.3618965,-1.644635,-6.592445,-4.1168118,0.6723615,0.040307987,5.4421945,1.7383602,-2.5699134,-2.988667,-3.474994,-1.0002819,-0.100782834,-1.1582144,-3.7248662,-2.1293411,-1.0272409,-3.9633048,-2.6299012,-2.4755282,-4.488509,-5.5833344,-2.205327,-3.9608226,-6.7428675,-5.1152,-1.6701145,-2.4972973,-3.8142543,-3.7816606,-3.3449242,-4.562324,-3.3320663,-2.9058392,-3.4253232,-1.7935562,-2.517372,-2.1018147,-5.1695557,-3.6476626,-2.7286882,-1.8765144,-2.0803454,-3.0054407,-4.8275146,-4.43543,-2.9334579,-6.1382775,-5.5271673,-4.4407425,-4.441054,-4.1425867,-1.9161998,-3.2050762,-6.292483,-4.0211644,-2.988726,-4.810162,-2.8778355,-4.9549713,-2.8450756,-1.9020958,-3.025489,-3.1354325,-3.787893,-1.8520402,0.09546466,-2.0733879,-4.3545613,-1.7124107,-2.0574517,-4.656864,-2.7583132,-5.1279736,-1.5917058,-4.467184,-5.0848837,-2.8013813,-2.8970177,-2.3900497,-5.631243,-1.0362538,-1.823612,-2.6444104,0.13415349,-0.63720775,-4.5812674,-2.3930874,-3.2006674,-3.0350475
"SIRT5",-1.0212632,-1.6680136,-2.064659,-1.2431608,-3.9751067,-1.9497328,1.9280285,-2.53419,-3.253781,-1.0266215,-1.324827,-2.7127016,-4.3247676,-2.3180861,1.059445,-0.21695378,-0.9949016,0.10798095,-1.5301346,-0.81410277,-1.8481727,-0.8496329,-2.0957518,-0.71005154,-3.3526344,0.0063648466,-1.36203,0.9019435,-2.9812653,-3.7578163,-1.0451136,-4.1297197,-0.14693671,-3.165346,-2.0706863,-1.4185112,-1.3215214,-1.1335899,-2.135393,-0.24478751,-3.1177115,-4.283323,-2.7976484,-0.22626732,-2.1381147,-1.7474341,1.7080396,-1.8411614,-2.5961175,-0.6566601,-3.1173203,-1.9890912,-1.5302109,-2.3078384,-2.1839037,-2.5168803,-2.384868,-0.40367198,1.2944849,-2.9781256,-3.2297628,-5.171194,-0.59734625,-1.7144556,-2.6062522,-1.5238645,-2.945274,-1.6245646,-0.9809185,-3.2079709,-1.3261439,-0.88298804,-2.754859,-1.9807439,-1.7645049,-1.6527026,0.7783762,-1.0395676,-4.00184,-1.3180127,-2.483099,-2.9166806,-1.0842216,-5.139765,-1.625144,-0.47167224,-1.7478459,-1.5096816,-3.0427206,-2.7531302,-1.9753181,-1.2439554,-3.1883156,-1.7408359,-1.5840356,-2.085462,-0.2357206,-1.6550745,-1.6343691,-3.0053961
"HIST1H2BJ",-0.90979606,-1.4969727,-3.1238139,-3.4552176,-3.7787688,-2.976709,-4.414356,-0.64464957,-4.377658,3.218554,-2.0916886,-1.1659664,-5.6882067,-2.872799,0.83188945,-0.55896896,1.5962275,1.9019687,-1.8964664,0.80520743,-2.1902673,-1.82964,-1.039889,-2.9758558,-3.0591898,-0.14255515,-1.7630643,-2.959935,-2.782673,-2.6471877,-3.9881878,-4.296352,-3.8297596,-3.453635,-3.9668953,-4.384835,-1.5833315,-0.31190366,-2.8124483,-3.1558366,-4.7543387,-4.7219357,-1.72542,-3.5845132,-1.646081,-1.3897383,-0.8592321,0.06931929,-4.091487,-3.413359,-3.5551121,-1.5036939,0.30375415,-4.556396,-5.322654,-3.2072885,-4.3728204,-3.357105,-2.9684775,-3.1948526,-3.8883948,-5.3584557,0.41154516,-3.3753831,-4.520203,-4.443624,-3.816634,-3.9751055,-2.8308918,-2.1173623,-2.941905,0.63464093,-3.3116217,-0.37355137,-3.1769967,0.4528142,0.7913729,-2.221147,-3.6728892,-0.1619735,-1.6810856,-4.9861984,-1.836668,-3.7679389,-0.09813862,-1.2572788,-3.871668,-3.8409941,-2.738387,-1.3564647,-2.5942855,-2.0108051,-1.8461367,-2.8443427,-0.22160242,-1.0500157,-2.2247462,-1.6004382,-2.7863433,-1.6775316
"TREM1",-2.323557,-1.2014266,-3.8256044,-2.0312204,-4.8724065,-2.8038206,-4.6660123,-3.3915997,-3.2284877,3.9054778,-1.3468027,-2.301064,-8.16219,-5.2688065,-1.3440217,0.88778627,5.16527,0.9162549,-2.9487875,-4.003213,-3.9097617,-0.9901854,-2.9854987,-1.337503,-3.2791443,-1.9485478,-1.7648631,-4.2803807,-2.786429,-2.0841618,-3.616472,-6.200146,-2.6694067,-4.1386456,-8.394575,-6.6810727,-3.634918,-4.0341043,-4.640295,-2.7751093,-3.8701391,-4.8853617,-5.2580853,-4.921498,-2.966996,-2.6007836,-5.806927,-2.6813786,-5.941133,-4.057243,-3.2006466,-3.410651,-3.9679928,-1.8097434,-4.524064,-3.5389626,-2.4610121,-7.0204506,-4.8097405,-7.089656,-6.0796022,-4.7810626,-1.9124438,-4.3049793,-7.5676007,-5.345402,-2.0553932,-5.31136,-3.2805018,-7.098568,-3.958669,-3.8562918,-4.515585,-4.9088173,-5.6248517,-4.5118403,-0.572048,-2.5478926,-5.1744876,-1.549349,-3.0885637,-5.760393,-2.912453,-5.39377,-2.6170354,-4.852069,-4.253272,-1.8873924,-3.0285423,-3.4548776,-7.2569017,-2.016697,-1.4957361,-2.555429,-0.5027095,-1.3927121,-4.723492,-1.7208818,-3.4274442,-3.5394783
"CDKN1A",-1.2711263,-0.99335766,-3.1562068,-2.925307,-4.7940474,-2.773652,-3.5165977,-0.3462037,-4.1069546,3.42397,-2.892116,-1.2413943,-4.7581377,-2.707423,0.6047759,0.9632998,1.4703883,1.6541716,-1.8020663,0.53380954,-2.2734096,-1.3943545,-1.1055304,-2.019904,-2.360526,0.50772846,-1.4411961,-2.64622,-1.0797474,-2.6631484,-2.869511,-4.7097964,-1.6522552,-2.4732952,-4.441428,-4.5678864,-1.7929145,-1.0813197,-2.3589091,-1.5718603,-4.7078466,-5.0260415,-2.1162767,-3.9629908,-1.4442506,-0.9160963,-1.7202616,-0.9818806,-4.1506076,-2.9076009,-3.5806947,-1.7409878,0.43231696,-2.62584,-4.497981,-2.9481332,-2.787769,-3.499623,-1.5331767,-3.9494054,-3.9322624,-5.381235,0.53355813,-2.585526,-4.985409,-4.1029167,-2.7430685,-3.5329843,-2.1655333,-2.2160301,-2.2274063,-0.9616969,-3.6808498,-1.2104967,-3.1876442,-0.8614373,0.8231244,-1.4943212,-3.82167,-0.98256004,-1.4460534,-4.647373,-0.18447343,-3.8513105,0.5680091,-1.1792653,-3.5472295,-1.9106461,-2.4438367,-1.761839,-3.5380292,-1.753867,-2.3054798,-1.6355866,0.78233266,-1.1375996,-1.3897185,-1.0247704,-2.053551,-1.730162
"EREG",-2.3992853,-1.6877067,-4.000251,-2.6588116,-4.5865974,-2.7685099,-1.8736947,-2.6213212,-5.2610445,1.0490712,-2.8026075,-3.1480558,-5.560939,-4.2710133,-1.2952642,1.4370327,2.4584582,-2.712179,-1.758059,-2.4142349,-2.8838608,-0.8142228,-2.1492777,-1.6867276,-1.9101225,-1.0831991,-0.8155102,-2.738078,-1.9028317,-1.7702785,-3.4603727,-5.1798954,-0.6392425,-1.9623197,-4.6558723,-3.6026452,-2.4970214,-2.4220943,-1.9319779,-1.1131305,-4.0525513,-4.1259527,-3.0811508,-4.429934,-1.5177641,-1.8201983,-4.583897,-2.043086,-4.464735,-1.7330621,-3.6948853,-2.559958,-1.9130467,-0.29758203,-3.284345,-2.3153722,-1.7709131,-3.9069052,0.14993258,-7.2254725,-4.248385,-3.8157523,-0.6607554,-2.419691,-4.9576535,-5.1519523,-1.0555663,-3.0880296,-3.2020457,-4.5861034,-3.2142432,-1.9232644,-3.4606817,-3.17657,-4.6723986,-3.2750754,-0.563364,-1.3219147,-3.9554222,-3.1179018,-2.8855708,-5.800581,-0.34512523,-2.8797019,-3.4021013,-1.2671348,-3.534258,0.1685797,-2.2171214,-4.081225,-3.5345426,-0.88112694,-2.034193,-0.6995987,-0.7704122,-0.9114681,-2.2653387,-2.335308,-3.3872044,-2.743072
"ABCC4",-0.840747,-0.95023984,-1.8800209,-2.5676951,-5.2589993,-2.4065962,-3.517176,-0.5524878,-3.3333142,3.1318064,-1.8398881,-1.194532,-5.875065,-2.1056905,2.711617,0.039179627,1.5339763,2.9272935,-2.2210515,0.81942093,-1.0161248,-2.5017288,-1.9021837,-1.9557608,-3.1073904,0.20124921,-1.9374987,-3.4430573,-2.871499,-3.6694965,-2.4138741,-5.7960644,-3.8413098,-3.6144474,-4.4979687,-4.577315,-1.1879944,0.032757174,-2.0539753,-3.1344655,-4.2263355,-4.989146,-2.8258677,-3.3807447,-1.6114718,-1.2467339,-0.47356158,-0.9670243,-3.061486,-3.667511,-3.486937,-2.0321546,-0.8818785,-4.1327395,-6.0197353,-3.0311472,-3.7906995,-3.3339357,-1.679023,-4.5036135,-3.5178623,-6.537785,-0.48685804,-1.7913074,-5.2010446,-4.2444963,-3.8182425,-3.938036,-2.4439669,-2.4513352,-2.3633661,-0.45384008,-3.011646,-0.11059777,-2.7981231,-1.5123117,0.1845236,-2.3955991,-4.283786,-0.5955862,-2.4768722,-3.1292162,-2.3478343,-5.702169,0.9593842,-1.0550677,-3.6905103,-4.3625703,-3.461569,-0.8519544,-4.4351206,-1.8307067,-2.475212,-4.2792335,0.4534739,-1.2841375,-2.0408182,-1.2425163,-1.6369524,-2.3509243
